"Data Source","World Development Indicators",

"Last Updated Date","2025-04-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Middle East & North Africa (excluding high income)","MNA","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.57490927061664","8.53015254981413","5.77967133827912","","6.05096793699137","","6.06733489642279","4.37275254425894","4.29211097168445","4.29211097168445","4.2930766056887","4.29157416579149",
"Montenegro","MNE","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.6","2.6","2.6","2.63765558413277","4.2","4.16037736573469","6.9","9","9","9.2","9.2","16.1",
"Mongolia","MNG","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.8","17.4","17.4","17.4032333072051","17.7","17.7138825654778","17.7","19.8","19.8","19.8","19.8","19.8",
"Northern Mariana Islands","MNP","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.1","100","33.2","33.2114779574643","33.2","33.234124272071","33.2","32","33.1","33.1","32.2","32.4",
"Mozambique","MOZ","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.5","10.9","12.1","13.4487105924863","13.5","13.4487158907383","13.4","18","18","18","18","18",
"Mauritania","MRT","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.1","1.1","1.1","1.08074808124804","1.1","1.08070301487219","1.1","1.1","1.1","1.1","1.1","1",
"Mauritius","MUS","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0.0115432840393507","0","0.0114734196747547","0","0","0","0","0","0",
"Malawi","MWI","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.9","16.9","16.9","16.8938673074221","17.4","22.8760477102777","22.9","22.9","22.9","22.9","22.9","23.1",
"Malaysia","MYS","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.9","8.9","8.9","8.91348575727549","8.9","8.98554474171629","9","7.5","8.8","8.8","8.8","8.4",
"North America","NAC","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.0249484529315","9.23157518942986","13.4700036840625","","17.0453158773992","","17.6192352771221","16.9908578513897","13.3547664469745","13.6294892166332","13.6752763449097","13.668171922286",
"Namibia","NAM","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.9","23.2","23.2","23.2471318730565","23.3","23.2471700646525","23.2","23.2","23.2","23.2","24.5","24.4",
"New Caledonia","NCL","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4","95.6","95.6","95.7641579007986","95.7","96.0127624537845","95.8","95.8","95.8","95.8","95.8","99.4",
"Niger","NER","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.7","17.3","17.3","17.3171351250111","17.3","17.3170925189084","17.3","18.2","18.2","18.2","18.2","18.2",
"Nigeria","NGA","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.6","11.6","11.6","11.6107349579734","11.6","11.6106996068528","11.6","11.6","11.6","11.6","11.6","11.6",
"Nicaragua","NIC","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.5","15.5","15.5","15.4797788522118","15.5","15.507104242217","15.5","10","10","10","10","10.1",
"Netherlands","NLD","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.2","18","17.9","17.8924581483262","21.2","21.2099164976154","25.3","25.3","25.3","25.3","25.3","29.8",
"Norway","NOR","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.7","4.8","4.8","4.96242625971203","5.1","5.06077998767431","5","5.7","15.1","15.2","5.6","5.4",
"Nepal","NPL","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.2","23.5","23.4","23.6261039405048","23.6","23.6260419833246","23.6","23.6","23.6","23.6","23.6","23.6",
"Nauru","NRU","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0",
"New Zealand","NZL","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.9","30.5","30.5","30.4786887810956","30.5","30.5050632239854","30.6","30.6","30.6","30.6","30.6","30.6",
"OECD members","OED","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.7805432597344","13.8196629119276","15.3476190739734","","19.1689508107875","","20.9318586998117","20.9711387753448","20.2767267365454","20.5884660494075","20.4630102020187","21.0220031458739",
"Oman","OMN","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","1","1","1.0183041615309","1","1.01831171985263","1","1","1.5","1.5","1.7","18.3",
"Other small states","OSS","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.21620223216696","1.09565770433852","1.0922913273006","","1.2104774565402","","4.81446883041961","8.86157252527605","8.8629452745931","8.90427743992206","8.90427743992206","8.92094167800328",
"Pakistan","PAK","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.8","9.8","9.8","9.7949078821214","9.8","9.7949542203294","9.8","9.8","9.8","9.8","9.8","15.3",
"Panama","PAN","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.2","5.2","5.2","5.23495043629487","5.2","5.23498101828947","5.2","15.3","27.7","27.7","27.7","27.2",
"Peru","PER","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.2","19.4","19.4","13.1137339130108","13.1","13.1411661261544","13.3","13.3","13.7","16.8","16.8","16.8",
"Philippines","PHL","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4","3.1","3.1","3.14138638190187","3.1","3.14140839390029","3.1","3.1","3.7","3.7","3.7","3.6",
"Palau","PLW","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","0.3","0.3","82.9399513943563","82.9","82.9423566073058","100","100","100","100","100","98",
"Papua New Guinea","PNG","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7","0.7","0.7","0.657996414830911","0.7","0.657989653388862","0.7","0.7","0.7","0.7","0.7","0.7",
"Poland","POL","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.2","29.3","29.3","38.0371484381702","38.1","38.0635379967455","38.1","38","38","38","38","38.2",
"Pre-demographic dividend","PRE","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.6534849213716","11.1677297968769","11.2334237952618","","11.9469527310507","","11.4350346100418","11.8345056370539","11.8580398023558","11.8628769723647","12.0983548915077","12.2882424728651",
"Puerto Rico","PRI","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5","2","2","2.02425214978926","2","2.01677151753314","2","2.1","2.1","2.1","2.1","2.1",
"Korea, Dem. People's Rep.","PRK","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.3","1.3","1.3","1.26053207722418","1.2","1.26022344438817","1.3","1.3","1.3","1.3","1.3","1.3",
"Portugal","PRT","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.4","7.4","7.5","9.09757449950512","16.5","16.8854244048969","16.9","17.1","17.1","17.2","17.2","17.1",
"Paraguay","PRY","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.5","6.5","6.5","6.5103621832615","6.5","14.3147360800329","14.3","14.3","14.3","14.3","14.3","14.9",
"West Bank and Gaza","PSE","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.4","","8.4","8.4","8.4","8.4","10","10",
"Pacific island small states","PSS","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.07466580368891","3.13539235264559","3.12128167258152","","6.65972417908754","","7.31482143599297","7.31577299776534","7.15927263990737","7.1705611280867","7.1705611280867","7.11054972793675",
"Post-demographic dividend","PST","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.8174143626345","14.9170313516695","16.9645003530201","","19.9709617260898","","20.4938244973825","20.4970240916258","19.689549452438","19.8379339405112","19.6890735403779","20.0826625168208",
"French Polynesia","PYF","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0.00585508371915418","0","0.00585039711480982","0","0","0","0","0","0",
"Qatar","QAT","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8","0.8","0.8","0.778383955157715","4.7","4.72319541989257","4.7","5.8","5.8","5.8","5.8","5.8",
"Romania","ROU","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.1","22.5","22.6","22.5799678343345","24.3","24.3099366537139","24.4","24.4","24.4","24.4","24.4","24.3",
"Russian Federation","RUS","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.8","7.6","7.6","7.61117652631545","7.6","7.61624908474412","7.6","8.6","8.6","8.6","8.6","8.6",
"Rwanda","RWA","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.7","9.6","8.8","9.11516142086508","9.1","9.11408907313889","9.1","9.1","9.1","9.1","9.1","9.1",
"South Asia","SAS","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.28807757715309","4.137752785483","4.18972975709542","","4.18179752036675","","4.18179752036674","4.44045744959472","4.9789909515314","4.9789909515314","5.00406691838739","5.69138935436645",
"Saudi Arabia","SAU","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.3","28.3","28.3","4.04094603755622","4.6","4.52837236301312","4.5","4.5","4.5","4.5","14.2","17",
"Sudan","SDN","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.6","1.9","1.9","2.75330083929237","2.8","2.75327389762586","2.8","2.8","2.8","2.8","2.8","2.8",
"Senegal","SEN","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.5","14.5","14.5","14.4899514635033","14.5","14.5770722670553","14.6","14.6","15.5","15.5","15.5","15.6",
"Singapore","SGP","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3.2","2.5","2.48665252687779","2.5","2.46306282917716","2.5","2.5","2.5","2.5","2.5","2.1",
"Solomon Islands","SLB","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","0.2","0.2","0.15528252541981","0.2","0.155319976394379","0.1","0.1","0.1","0.2","0.2","0.2",
"Sierra Leone","SLE","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.3","3.3","3.3","3.29728394383981","3.3","3.2969497958773","3.3","3.3","5.1","5.1","5.1","5.1",
"El Salvador","SLV","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.1","2.1","2.2","2.15222717624485","2.2","2.15167925790249","2.2","2.1","2.1","2.1","2.1","2.1",
"San Marino","SMR","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.827283619408155","","","0","0","0","0","0","0",
"Serbia","SRB","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.4","6.7","6.7","6.14965014896773","6.6","6.61310734024646","7.6","7.6","7.6","8.1","8.1","13.4",
"Sub-Saharan Africa (excluding high income)","SSA","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.4128779584541","11.9377209155887","12.0791139854691","","12.9083544170093","","12.3494852573387","12.5845041443168","12.6400146645451","12.6597358917307","12.921551625536","13.0687650847524",
"South Sudan","SSD","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","15.5","15.5","15.5015818826495","15.5","15.5015012515745","15.5","15.5","15.5","15.5","15.5","15.4",
"Sub-Saharan Africa","SSF","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.9286780373468","11.4759566452396","11.6118342727294","","12.4087278018933","","12.4749897861654","13.3417419054469","13.3951730969089","13.414155600789","13.6661641667904","13.8003716060522",
"Small states","SST","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.64561206655278","2.59884508157705","2.60871347426224","","5.14713419645141","","6.55439978775685","7.6589404179916","7.55207421901414","7.57056034118234","7.57056034118234","7.54522641084152",
"Sao Tome and Principe","STP","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0.2","0.244162518792601","0.2","0.244688365296076","0.2","0.2","0.2","0.2","0.2","0.2",
"Suriname","SUR","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.5","8.5","8.5","8.48321297296984","8.5","8.48307368434299","8.5","8.5","8.5","8.5","8.5","8.6",
"Slovak Republic","SVK","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9","36.8","36.8","37.283515729079","37.3","37.6304133373472","37.6","37.6","37.6","37.6","37.6","37.5",
"Slovenia","SVN","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.3","54.1","54.1","55.0920233425064","54","55.0732581875932","54","40","40.1","40.1","40.1","40.2",
"Sweden","SWE","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.6","13","13.1","12.8652828471003","15","14.9669469297684","14.6","14.7","14.8","15.5","15.5","15.6",
"Eswatini","SWZ","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","4","4","4.095547390098","4.1","4.23300820628733","4.3","4.3","4.3","4.3","4.3","4.2",
"Sint Maarten (Dutch part)","SXM","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.0561797752809","8.1","8.09845074272912","8.1","8.1","8.2","8.2","8.2","4.8",
"Seychelles","SYC","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.1","0.1","0.0513670647204141","0.1","0.0513686681320179","15.7","32.8","32.8","32.8","32.8","32.6",
"Syrian Arab Republic","SYR","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7","0.7","0.7","0.66292384624593","0.7","0.662806451357412","0.7","0.7","0.7","0.7","0.7","0.7",
"Turks and Caicos Islands","TCA","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4","0.4","0.4","0.387735700796855","0.4","0.387451664312368","0.4","0.4","0.4","0.4","0.4","0.5",
"Chad","TCD","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.6","18.6","18.6","20.3544453722663","20.4","20.3544358034532","20.4","21","21","21","21","21",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.31291953718916","7.33826030312384","7.34040645512126","","8.5438333512668","","8.47934536207553","8.6171540571234","8.60846886182311","8.61223834257431","8.61573081245538","8.56651704972768",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.27751430744488","7.3138704594002","7.32303670811089","","7.4303521228753","","7.46118924723757","9.02187335838904","9.42399205633631","9.4320862847164","9.48395394247332","9.74585235366246",
"Togo","TGO","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.9","21.8","21.8","21.7913330548002","21.8","21.7910925889806","21.8","22.1","22.1","22.1","22.1","22.3",
"Thailand","THA","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.5","12.5","12.5","12.5097447231165","12.5","12.5097581187036","12.5","13.3","13.3","13.3","13.4","13.4",
"Tajikistan","TJK","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.7","22.3","22.3","22.278588511869","22.3","22.2786610881726","22.3","22.3","22.3","22.3","22.3","22.6",
"Turkmenistan","TKM","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.2","3.2","3.2","3.21223105882721","3.2","3.21223845567095","3.2","3.2","3.2","3.2","3.2","4.3",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.3336688199816","14.2548269935034","13.9582903741405","","16.4639173731372","","22.3960673655918","22.623016582931","22.8177578412549","23.5771932596113","23.6409942201517","24.1989915489521",
"Timor-Leste","TLS","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.3","3.3","3.3","4.42200884053989","4.4","4.42304453978833","5.2","5.2","5.2","5.2","5.2","4.7",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.57490927061664","8.53015254981412","5.77967133827911","","6.04954939009497","","6.06592623329932","4.3703205470677","4.28963027619986","4.28963027619986","4.28963027619986","4.28812692900066",
"Tonga","TON","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.5","1.5","1.5","1.52163261595664","1.5","1.52165140342354","0.1","0.1","0.1","0.1","0.1","0.1",
"South Asia (IDA & IBRD)","TSA","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.28807757715309","4.137752785483","4.18972975709542","","4.18179752036674","","4.18179752036674","4.44045744959472","4.9789909515314","4.9789909515314","5.00406691838739","5.69138935436644",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.9286780373468","11.4759566452396","11.6118342727294","","12.4087278018933","","12.4749897861654","13.3417419054469","13.3951730969089","13.414155600789","13.6661641667904","13.8003716060522",
"Trinidad and Tobago","TTO","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.1","2.1","2","2.01452631474999","2","2.01442316051301","2","2","2","2","2","2",
"Tunisia","TUN","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.7","3.7","3.7","5.20860952560716","5.2","5.20859939962545","5.2","5.2","5.2","5.2","5.2","5.2",
"Turkiye","TUR","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.2","0.2","0.2","0.190624822703985","0.2","0.190652366562585","0.2","0.2","5.7","5.7","5.7","5.7",
