iso3,target,model,MAE
MLI,co2_pc,RF-lag,0.03351734835000002
MLT,co2_pc,ARIMA,0.6155338271581936
MLT,co2_pc,RF-lag,0.3801681648999976
MMR,co2_pc,ARIMA,0.042305280472177874
MMR,co2_pc,RF-lag,0.03972995515000002
MNG,co2_pc,ARIMA,3.305496067799526
MNG,co2_pc,RF-lag,2.837709146099999
MOZ,co2_pc,ARIMA,0.17650396323798606
MOZ,co2_pc,RF-lag,0.041868884981000005
MRT,co2_pc,ARIMA,0.05880213344895221
MRT,co2_pc,RF-lag,0.0902411494800002
MUS,co2_pc,ARIMA,5.635612694570413
MUS,co2_pc,RF-lag,0.5238526710000009
MWI,co2_pc,ARIMA,0.005340179630976752
MWI,co2_pc,RF-lag,0.0031841849399999954
MYS,co2_pc,ARIMA,217.27966678144807
MYS,co2_pc,RF-lag,0.7479099149999905
NAM,co2_pc,ARIMA,0.24523359922676563
NAM,co2_pc,RF-lag,0.29755768499999824
NER,co2_pc,ARIMA,0.04497471745077837
NER,co2_pc,RF-lag,0.008252447903999992
NGA,co2_pc,ARIMA,0.07026234868423956
NGA,co2_pc,RF-lag,0.12742546355999965
NIC,co2_pc,ARIMA,0.01727393022793655
NIC,co2_pc,RF-lag,0.026376653479999367
NLD,co2_pc,ARIMA,0.9784834167145314
NLD,co2_pc,RF-lag,0.7790670550000023
NOR,co2_pc,ARIMA,0.3923502236969053
NOR,co2_pc,RF-lag,0.2922297220000015
NPL,co2_pc,ARIMA,0.5581154801219813
NPL,co2_pc,RF-lag,0.053850259212
NZL,co2_pc,ARIMA,0.473687657308621
NZL,co2_pc,RF-lag,0.18518518710000054
OMN,co2_pc,ARIMA,1.213743688028817
OMN,co2_pc,RF-lag,4.421105478999993
PAK,co2_pc,ARIMA,0.08307298602074702
PAK,co2_pc,RF-lag,0.044166370400000245
PAN,co2_pc,ARIMA,0.37594149037624824
PAN,co2_pc,RF-lag,0.24412851349999834
PER,co2_pc,ARIMA,0.2914978949826838
PER,co2_pc,RF-lag,0.11427073469999993
PHL,co2_pc,ARIMA,0.21511675604597308
PHL,co2_pc,RF-lag,0.04729778438000012
PNG,co2_pc,ARIMA,0.0888733069868675
PNG,co2_pc,RF-lag,0.15316418112999947
POL,co2_pc,ARIMA,0.7793511534212814
POL,co2_pc,RF-lag,0.2511005980000055
PRK,co2_pc,ARIMA,0.8570773411057712
PRK,co2_pc,RF-lag,0.48021899839999865
PRT,co2_pc,ARIMA,1.4931246122141484
PRT,co2_pc,RF-lag,0.45982189130000045
PRY,co2_pc,ARIMA,0.08811146117935792
PRY,co2_pc,RF-lag,0.04659591192999972
PYF,co2_pc,ARIMA,0.17935545833283859
PYF,co2_pc,RF-lag,0.13775654759999786
QAT,co2_pc,ARIMA,5.8507119559260845
QAT,co2_pc,RF-lag,5.1994662110000025
ROU,co2_pc,ARIMA,0.5073199064878168
ROU,co2_pc,RF-lag,0.38229223459999856
RUS,co2_pc,ARIMA,0.3260161711966223
RUS,co2_pc,RF-lag,0.6676241680000035
RWA,co2_pc,ARIMA,0.01292762250525666
RWA,co2_pc,RF-lag,0.006759998604000034
SEN,co2_pc,ARIMA,0.077854637
SEN,co2_pc,RF-lag,0.05820926644999994
SGP,co2_pc,ARIMA,0.25141890000000017
SGP,co2_pc,RF-lag,0.6924869480000122
SLE,co2_pc,ARIMA,0.03907646988995608
SLE,co2_pc,RF-lag,0.021840781562999987
SLV,co2_pc,ARIMA,0.07741204945326526
SLV,co2_pc,RF-lag,0.027612983099999953
SOM,co2_pc,ARIMA,0.0025705174306874445
SOM,co2_pc,RF-lag,0.012092200865000041
STP,co2_pc,ARIMA,0.10552074853680922
STP,co2_pc,RF-lag,0.060004496779999916
SUR,co2_pc,ARIMA,1.4156136213179522
SVK,co2_pc,ARIMA,0.928125682268169
SVK,co2_pc,RF-lag,0.8315350888999931
SVN,co2_pc,ARIMA,2.1623703097742695
SVN,co2_pc,RF-lag,0.48691789659999785
SWE,co2_pc,ARIMA,0.8442285228035743
SWE,co2_pc,RF-lag,0.967814899000004
SWZ,co2_pc,ARIMA,0.0927233941791502
SWZ,co2_pc,RF-lag,0.13346818709999986
SYR,co2_pc,ARIMA,0.9762172566978806
SYR,co2_pc,RF-lag,0.29364634770000064
TCD,co2_pc,ARIMA,0.04412249227268182
TCD,co2_pc,RF-lag,0.030628812297999887
TGO,co2_pc,ARIMA,0.057553014
TGO,co2_pc,RF-lag,0.058210132299999995
THA,co2_pc,ARIMA,1.044156991692215
THA,co2_pc,RF-lag,0.7758974899999986
TJK,co2_pc,ARIMA,0.3645122445682514
TJK,co2_pc,RF-lag,0.06661131682999992
TKM,co2_pc,ARIMA,0.71351265
TKM,co2_pc,RF-lag,2.0384321199999915
TLS,co2_pc,ARIMA,0.14947620503398654
TLS,co2_pc,RF-lag,0.12881431786000025
TON,co2_pc,ARIMA,0.06491684184297045
TON,co2_pc,RF-lag,0.11664759999999993
TTO,co2_pc,ARIMA,1.0303011879387391
TTO,co2_pc,RF-lag,8.353407119999977
TUN,co2_pc,ARIMA,0.17672146416917606
TUN,co2_pc,RF-lag,0.2904520550000037
TUR,co2_pc,ARIMA,135.389651573532
TUR,co2_pc,RF-lag,1.0451578369999996
TZA,co2_pc,ARIMA,0.053192807179520886
TZA,co2_pc,RF-lag,0.03470597820900005
UGA,co2_pc,ARIMA,0.021613532330013323
UGA,co2_pc,RF-lag,0.009769746463000028
UKR,co2_pc,ARIMA,4.177039792879899
UKR,co2_pc,RF-lag,0.45354587290000203
URY,co2_pc,ARIMA,0.25577585999999997
URY,co2_pc,RF-lag,0.2622557023999996
USA,co2_pc,ARIMA,1.5220171613302846
USA,co2_pc,RF-lag,0.658841406000003
UZB,co2_pc,ARIMA,0.6256548144535875
UZB,co2_pc,RF-lag,0.5817670984999963
VEN,co2_pc,ARIMA,0.30332481000000006
VEN,co2_pc,RF-lag,0.3609576957000004
VNM,co2_pc,ARIMA,3.7425528480767007
VNM,co2_pc,RF-lag,0.4408588209999986
WSM,co2_pc,ARIMA,0.0681664044620836
WSM,co2_pc,RF-lag,0.07842788973999948
YEM,co2_pc,ARIMA,0.08891294764170547
YEM,co2_pc,RF-lag,0.10067343741000072
ZAF,co2_pc,ARIMA,0.3928051851990645
ZAF,co2_pc,RF-lag,0.2645304403999985
ZMB,co2_pc,ARIMA,0.07399421476021364
ZMB,co2_pc,RF-lag,0.022396101260000002
ZWE,co2_pc,ARIMA,0.08578888415481882
ZWE,co2_pc,RF-lag,0.07671003122000006
